image_vics_1344.png,1,0,61.0,10.0,0,0
image_vics_1344.png,2,1,74.0,29.0,1,0
image_vics_1344.png,3,0,73.0,27.0,0,0
image_vics_1344.png,4,,76.0,25.0,,
image_vics_1344.png,5,0,87.0,1.0,0,0
image_vics_1344.png,6,0,89.0,41.0,0,0
image_vics_1344.png,7,0,67.0,39.0,0,0
image_vics_1344.png,8,0,80.0,28.0,0,0
image_vics_1344.png,9,0,71.0,21.0,0,0
image_vics_1344.png,10,1,88.0,27.0,0,0
image_vics_1344.png,11,1,68.0,12.0,0,0
image_vics_1344.png,12,1,79.0,27.0,0,0
image_vics_1344.png,13,1,89.0,5.0,0,0
image_vics_1344.png,14,1,95.0,27.0,0,0
image_vics_1344.png,15,1,95.0,21.0,0,0
image_vics_1344.png,16,1,84.0,16.0,0,1
image_vics_1344.png,17,2,86.0,16.0,0,0
image_vics_1367.png,1,1,101.0,41.0,0,0
image_vics_1367.png,2,,85.0,27.0,,
image_vics_1367.png,3,0,100.0,33.0,0,0
image_vics_1367.png,4,0,79.0,65.0,0,0
image_vics_1367.png,5,1,83.0,65.0,0,0
image_vics_1367.png,6,1,78.0,48.0,0,1
image_vics_1367.png,7,1,77.0,21.0,0,0
image_vics_1367.png,8,2,80.0,34.0,0,0
image_vics_1367.png,9,0,76.0,20.0,0,0
image_vics_1367.png,10,1,96.0,45.0,0,0
image_vics_1367.png,11,1,95.0,34.0,0,0
image_vics_1367.png,12,0,101.0,42.0,0,0
image_vics_1367.png,13,0,88.0,15.0,0,0
image_vics_1367.png,14,0,80.0,27.0,0,0
image_vics_1367.png,15,0,83.0,36.0,0,0
image_vics_1367.png,16,1,86.0,27.0,1,0
image_vics_1367.png,17,0,93.0,32.0,0,0
image_vics_1367.png,18,1,99.0,31.0,0,0
image_vics_1373.png,1,0,102.0,15.0,0,0
image_vics_1373.png,2,0,74.0,50.0,1,0
image_vics_1373.png,3,0,87.0,35.0,0,0
image_vics_1373.png,4,,72.0,49.0,,
image_vics_1373.png,5,0,109.0,0.0,0,0
image_vics_1373.png,6,1,95.0,21.0,0,0
image_vics_1373.png,7,1,77.0,44.0,0,0
image_vics_1373.png,8,1,73.0,57.0,0,0
image_vics_1373.png,9,1,77.0,31.0,0,0
image_vics_1373.png,10,0,83.0,41.0,0,0
image_vics_1373.png,11,0,72.0,31.0,0,1
image_vics_1373.png,12,0,86.0,10.0,0,0
image_vics_1380.png,1,0,47.0,18.0,0,0
image_vics_1380.png,2,0,46.0,29.0,0,0
image_vics_1380.png,3,0,57.0,23.0,0,0
image_vics_1380.png,4,1,59.0,6.0,0,0
image_vics_1380.png,5,1,56.0,33.0,0,0
image_vics_1380.png,6,1,42.0,11.0,1,0
image_vics_1380.png,7,0,41.0,10.0,0,0
image_vics_1380.png,8,,45.0,12.0,,
image_vics_1380.png,9,2,33.0,-9.0,0,0
image_vics_1380.png,10,1,59.0,26.0,0,0
image_vics_1380.png,11,0,53.0,9.0,0,0
